Protein A,Protein B
Lmx1b,Zfp446
Mycl,Max
Mxd1,Max
Mxd3,Max
Mxd4,Max
Smad1,Zeb2
Smad2,Zeb2
Smad3,Myod1
Smad3,Vdr
Smad4,Tlx3
Smad4,Foxp1
Smad5,Zeb2
Maff,Mms19
Mafg,Nfe2l2
Mafk,Nfe2l2
Mafk,Nr4a3
Ascl1,Tcf3
Max,Mxi1
Max,Mycn
Mcm6,Dmrtc2
Mcm6,Gmeb2
Mef2c,Ncoa2
Mef2c,Ncoa3
Meis1,Pbx2
Meis1,Pbx3
Meis1,Pknox1
Meis1,Tlx1
Meis1,Pbx4
Meox1,Pax1
Meox1,Pax3
Meox2,Pax1
Meox2,Pax3
Meox2,Rnf14
Mitf,Pax6
Mitf,Pias3
Pias2,Nfkb1
Mllt10,Stat1
Mllt10,Zbtb3
Meis2,Pax6
Meis2,Pbx1
Meis2,Pbx2
Meis2,Pbx3
Meis2,Tcf3
Meis2,Pbx4
Meis3,Pbx4
Meis3,Jdp2
Msx1,Tbp
Msx2,Spen
Mtf1,Nr4a3
Mtf1,Rnf14
Mtf1,Cers2
Mxi1,Smarca5
Myb,Zfp292
Mybl2,Ikzf2
Mybl2,Gcfc2
Myod1,Tcf3
Ncoa3,Nr1i2
Ncoa3,Per1
Ncoa3,Tbx4
Ncoa3,Hnf4g
Ncoa3,Sirt2
Ncoa3,Polr3f
Ncoa3,Ercc8
Ncoa3,Gtf2e1
Ncoa3,Cers2
Ncoa3,Trps1
Ncoa3,Sirt1
Ncoa3,Ehmt2
Ncoa3,Tle6
Ncoa3,Rorb
Ncoa3,Gcfc2
Neurod1,Mixl1
Nfatc3,Nfatc4
Nfe2,Orc2
Nfe2,Mybbp1a
Nfe2,Kat2b
Nfe2,Per1
Nfe2,Dpf2
Nfe2,Kdm5c
Nfe2,Kdm5d
Nfe2,Snai1
Nfe2,Supt4a
Nfe2,Tial1
Nfe2,Tsg101
Nfe2,Ubp1
Nfe2,Zscan2
Nfe2,Ash2l
Nfe2,Gtf2h2
Nfe2,Zfp292
Nfe2,Pdlim4
Nfe2,Plrg1
Nfe2,Trip4
Nfe2,Ankrd49
Nfe2,Zfp111
Nfe2,Rnf14
Nfe2,Smarce1
Nfe2,Sirt2
Nfe2,Asb1
Nfe2,Zdhhc6
Nfe2,Gtf2e2
Nfe2,Polr2d
Nfe2,Zfp219
Nfe2,Asb12
Nfe2,Ercc8
Nfe2,Mms19
Nfe2,Gtf2e1
Nfe2,Pbx4
Nfe2,Sirt1
Nfe2,Csdc2
Nfe2,Chd4
Nfe2,Med21
Nfe2,Tle6
Nfe2,Ash1l
Nfe2,Kdm4b
Nfe2,Csde1
Nfe2,Polr2b
Nfe2,Zfp592
Nfe2,Zfp764
Nfe2,Carf
Nfe2,Zfp277
Nfe2,Hif1an
Nfe2,Gcfc2
Nfe2l2,Cers2
Nfic,Zfp28
Nfkb1,Nfkb2
Nfkb1,Relb
Nfkb1,Zfp276
Nfkb1,Nfkbiz
Nfkb1,Gmeb2
Nfkb2,Rela
Nfkb2,Relb
Nfkb2,Nfkbiz
Nfkbia,Trp53
Nfya,Nr5a1
Nkx2-2,Tlx3
Nkx2-3,Zfp263
Mycn,Polr1a
Mycn,Hes6
Mycn,Cers2
Nr4a3,Rorb
Nr1i2,Rxrg
Orc2,Blzf1
Otx2,Tlx3
Otx2,Mixl1
Otx2,Dmrtc2
Otx2,Zbtb3
Pax6,Sox2
Pax6,Vax2
Pax6,Hdac10
Pax8,Nkx2-1
Pax8,Jade1
Pax9,Tbx21
Pbx1,Tcf21
Pbx1,Tlx1
Pbx1,Zfp593
Pbx1,Pknox2
Pbx2,Tlx3
Pbx2,Pknox2
Pbx3,Pknox1
Pbx3,Tcf21
Pbx3,Pknox2
Kat2b,Ep300
Per1,Tlx3
Per1,Foxp1
Per2,Gtf2a1
Per2,Foxp1
Per2,Med16
Phf2,Tcf3
Phf2,Maml1
Phf2,Foxp1
Phf2,Tox3
Phtf1,Cited4
Pitx2,Kat5
Pitx3,Sox15
Pml,Zscan21
Pml,Polr2e
Pml,Gtf2e2
Pml,Gtf2e1
Pml,Med16
Pml,Med17
Pou2f1,Polr1a
Pou2f1,Prdm5
Pou4f2,Pou6f1
Pou4f2,Mixl1
Pou6f1,Stat3
Pou6f1,Pou6f2
Ppara,Rxra
Ppard,Rxra
Ppard,Rxrg
Ppargc1a,Nr1h3
Rara,Nrip1
Rbl1,Tlx3
Rbpjl,Tlx3
Rel,Tlx3
Rel,Ssbp4
Rela,Srebf1
Rela,Zmynd11
Rela,Cxxc1
Rela,Ankrd7
Rela,Cers2
Rela,Brpf1
Rela,Ankrd33
Rela,Pias3
Rela,Zdhhc13
Rela,Ep300
Rfx2,Mynn
Rfxank,Vax2
Rnps1,Foxe3
Polr1b,Gmeb2
Polr1a,Tcf3
Polr2c,Polr2j
Polr2j,Pbx4
Ruvbl2,Ruvbl1
Rxra,Nr1h3
Rxrg,Thrb
Rxrg,Nr1h3
Rxrg,Nr1h2
Rxrg,Pawr
Khdrbs1,Gtf2e2
Khdrbs1,Rbm39
Khdrbs1,Ncoa5
Sin3a,Trp53
Six6,Vax2
Six6,Gtf2a1l
Kdm5d,Zbtb9
Sox6,Tox3
Sox9,Nr5a1
Srebf1,Ppargc1b
Srebf2,Zfp275
Srebf2,Dmrtc2
Stat1,Stat3
Supt4a,Supt5
Taf1a,Tbp
Taf1b,Tbp
Taf1b,Tcf3
Taf1c,Tbp
Tal1,Lmo3
Tal2,Lmo3
Tal2,Lmo1
Tbp,Taf13
Tbx15,Tlx3
Hnf1a,Hnf1b
Hnf1a,Gtf2a1
Zfp354a,Trim28
Zfp354a,Ssbp2
Zfp354a,Myocd
Tfap2a,Ssbp4
Tfap2a,Tfap2d
Tfcp2,Tfcp2l1
Tcf3,Zfp292
Tcf3,Pdlim4
Tcf3,Trip4
Tcf3,Papolb
Tcf3,Rnf14
Tcf3,Ascl3
Tcf3,Smarce1
Tcf3,Zdhhc6
Tcf3,Rfx4
Tcf3,Ercc8
Tcf3,Rai14
Tcf3,Cers2
Tcf3,Pbx4
Tcf3,Foxp1
Tcf3,Zdhhc15
Tcf3,Tle6
Tcf3,Ivns1abp
Tcf3,Med16
Tcf3,Zfp277
Tcf3,Sowahc
Tcf3,Jade1
Mlx,Mlxip
Ubtf,Polr1e
Tead1,Wwtr1
Tead2,Wwtr1
Tead3,Wwtr1
Tead4,Tbx21
Tead4,Wwtr1
Tef,Hes6
Tgfb1i1,Tlx3
Trim28,Zfp661
Nkx2-1,Mixl1
Nkx2-1,Hnf4g
Nkx2-1,Vsx1
Tle1,Hes6
Tnfaip3,Ssbp2
Tnfaip3,Ssbp3
Tnfaip3,Med16
Trp53,Trp63
Trp53,Trp73
Trp53,Zfp292
Trp53,Med16
Trp63,Trp73
Trp73,Med16
Ubp1,Gmeb1
Ubp1,Zbtb3
Ubp1,Gmeb2
Nr1h3,Zfp111
Nr1h3,Ppargc1b
Xbp1,Gmeb2
Zfp11,Zfp473
Zscan2,Nkd2
Zscan2,Zfp513
Zscan2,Mzf1
Zfp64,Gtf2a1
Zfp64,Med16
Zic1,Zic2
Ets2,Cers2
Gtf2h2,Gtf2h3
Nr0b2,Nr5a2
Nr0b2,Hnf4g
Dazap2,Gtf2e2
Vax2,Gtf2a1
Vax2,Gmeb2
Ing1,Gtf2a1
Esrrg,Hlf
Nr5a1,Tbx19
Polr3e,Zbtb3
Polr3e,Zbtb39
Irf5,Zfp764
Zfp275,Zfp292
Zfp275,Med20
Zfp275,Cic
Zfp275,Cers2
Zfp275,Asb15
Zfp275,Tle6
Zfp275,Ivns1abp
Zfp275,Hdac10
Zfp275,Tfdp2
Zfp275,Polr2b
Tlx3,Hnf4g
Tlx3,Smarce1
Tlx3,Tbx21
Tlx3,Sirt2
Tlx3,Med31
Tlx3,Gtf2e2
Tlx3,Hsbp1
Tlx3,Cnot8
Tlx3,Tbx18
Tlx3,Tsc22d4
Tlx3,Abtb1
Tlx3,Trps1
Tlx3,Dek
Tlx3,Tle6
Tlx3,Ankrd6
Tlx3,Tfdp2
Tlx3,Brip1
Mixl1,Gtf2e1
Mixl1,Tle6
Mixl1,Med16
Tceb3,Foxb1
Ing4,Rarb
Zfp292,Olig1
Pdlim4,Ssbp3
Pdlim4,Zbtb9
Foxe3,Sall4
Preb,Trip13
Preb,Ssbp4
Olig1,Cers4
Olig1,Gtf2e1
Olig1,Gtf2a1
Ankrd22,Cited4
Barhl1,Med31
Barhl1,Gtf2a1
Plagl2,Dmrtc2
Hes6,Ssbp3
Sertad1,Sirt2
Sertad1,Zfp110
Sertad1,Cers5
Sertad1,Asb6
Sertad1,Cers2
Sertad1,Rbm39
Cited4,Zdhhc6
Cited4,Polr3f
Cited4,Rai14
Cited4,Cers2
Cited4,Sirt1
Cited4,Tle6
Cited4,Ivns1abp
Cited4,Rbm39
Zfp111,Gmeb1
Rnf14,Zfp236
Gmeb1,Zdhhc6
Sertad2,Cers2
Zfp191,Zfp446
Foxj2,Cers2
Sirt2,Ssbp3
Sirt2,Zbtb3
Asb3,Ssbp3
Zfp524,Zfp641
Ssbp2,Pygo1
Ssbp2,Ssbp3
Ssbp2,Cers2
Ssbp2,Isl2
Ssbp2,Ankrd32
Ssbp2,Lmo3
Ssbp2,Lmo1
Ssbp2,Lmx1a
Zdhhc6,Ssbp3
Zdhhc6,Ssbp4
Gtf2e2,Gtf2e1
Gtf2e2,Tardbp
Zfp467,Myocd
Zfp688,Mzf1
Trip13,Chd4
Med30,Pbxip1
Polr2i,Jdp2
Asb12,Myocd
Rfx4,Ssbp3
Dmrtc2,Abtb1
Dmrtc2,Ivns1abp
Dmrtc2,Tfdp2
Gtf2a1l,Tbpl1
Zbtb43,Gtf2e1
Cers5,Wwtr1
Ercc8,Ssbp3
Ercc8,Ssbp4
Ercc8,Wwtr1
Phf10,Lmx1a
Pygo1,Cers2
Pygo1,Isl2
Nkd2,Zfp513
Nkd2,Med16
Ssbp3,Rai14
Ssbp3,Kdm4c
Ssbp3,Cers2
Ssbp3,Pwp1
Ssbp3,Isl2
Ssbp3,Ankrd32
Ssbp3,Tle6
Ssbp3,Zswim4
Ssbp3,Med16
Ssbp3,Zfp592
Ssbp3,Zfp398
Anks3,Zfp473
Anks3,Zfp446
Zfp263,Zfp768
Gtf2e1,Tardbp
Gtf2e1,Zbtb9
Cxxc1,Zfp768
Rai14,Ssbp4
Cers2,Ssbp4
Cers2,Wwtr1
Cers2,Maml1
Cers2,Tox3
Cers2,Zfp236
Cers2,Zbtb9
Ssbp4,Pbx4
Ssbp4,Isl2
Ssbp4,Ankrd32
Ssbp4,Chd4
Ssbp4,Tle6
Ssbp4,Med16
Zfp623,Mzf1
Asb15,Tox3
Asb15,Zbtb39
Sp2,Gtf2a1
Sp2,Gmeb2
Pbx4,Jdp2
Pbx4,Pknox2
Zbtb22,Med16
Jdp2,Taf13
Gtf2a1,Snapc4
Trps1,Zfp236
Rbfox2,Med16
Sirt1,Zfp236
Wwtr1,Tle6
Zbtb48,Myocd
Zfp513,Mzf1
Zfp513,Zfp473
Maml1,Tle6
Maml1,Hdac10
Isl2,Zfp446
Foxp1,Tle6
Zdhhc15,Tox3
Mzf1,Zfp768
Mzf1,Zfp473
Tle6,Zfp473
Tle6,Ep300
Hdac10,Zfp236
Tfdp2,E2f2
Myocd,Hif1an
Med16,Tardbp
Hlf,Rorb
Gmeb2,Zfp277
Zfp12,Zfp473
Gtf3c1,Tox3
Zfp768,Zfp473
Zdhhc13,Zbtb39
Rbbp7,Hdac1
Carm1,Ncoa3
Ncoa3,Crebbp
Fbxo2,Vcp
Ncoa6,Kmt2c
Phc3,Bmi1
Phc3,Cbx2
Phc3,Yy1
Phc3,E2f6
Phc3,Sox9
Dnmt3l,Dnmt3a
Gmnn,Spata24
Spata24,Gmnn
Spata24,Scmh1
Spata24,Phc2
Spata24,Rnf2
Spata24,Tbpl1
Spata24,Tbp
Spata24,Gtf2b
Spata24,Pcgf2
Gmnn,Tbp
Gmnn,Tbpl1
Gmnn,Gtf2b
Gmnn,Spata24
Tcf7l2,Ctnnb1
Tcf7l2,Hdac1
Tcf7l2,Hdac2
Ctbp2,Klf3
Fhl3,Ctbp2
Ctbp2,Ube2i
Ctbp2,Fhl3
Ctbp2,Ube2i
Ctbp2,Klf3
Ikzf1,Ctbp2
Ctbp2,Hipk1
Ctbp2,Hipk2
Rnf123,Ubac1
Rnf123,Cdkn1b
Esrrb,Pou5f1
Pou5f1,Esrrb
Pou5f1,Esrrb
Pou5f1,Mbd3
Pou5f1,Mta2
Pou5f1,Mta1
Pou5f1,Chd4
Mta2,Mbd3
Mta2,Mta1
Mta2,Chd4
Pou5f1,Sall4
Pou5f1,Kdm1a
Mta2,Pou5f1
Pou5f1,Chd4
Pou5f1,Mta1
Pou5f1,Gatad2a
Pou5f1,Mta2
Pou5f1,Gatad2b
Pou5f1,Hdac1
Pou5f1,Mbd3
Pou5f1,Mta3
Pou5f1,Hdac2
Pou5f1,Rbbp7
Pou5f1,Smarcc1
Pou5f1,Smarca4
Pou5f1,Phc1
Pou5f1,Rnf2
Pou5f1,Rybp
Pou5f1,Trrap
Pou5f1,Ep400
Pou5f1,Kdm1a
Pou5f1,Zmym2
Pou5f1,Rcor2
Pou5f1,Sall4
Pou5f1,Sall1
Pou5f1,Zfp219
Pou5f1,Arid3b
Pou5f1,Wdr5
Pou5f1,Zfp462
Pou5f1,Sox2
Pou5f1,Mga
Pou5f1,Ubp1
Pou5f1,Nacc1
Pou5f1,Hcfc1
Pou5f1,Hells
Pou5f1,Rbpj
Pou5f1,Tfcp2l1
Pou5f1,Dpf2
Pou5f1,Esrrb
Pou5f1,Pml
Pou5f1,Foxp4
Pou5f1,Ctbp2
Pou5f1,Nr0b1
Pou5f1,Zfp143
Pou5f1,Klf5
Pou5f1,Rif1
Pou5f1,L1td1
Pou5f1,Akap8
Pou5f1,Msh2
Pou5f1,Ogt
Pou5f1,Rbm14
Pou5f1,Frg1
Pou5f1,Smc1a
Pou5f1,2210018M11Rik
Pou5f1,0610010K14Rik
Pou5f1,2810474O19Rik
Pou5f1,Zcchc8
Sall4,Chd4
Sall4,Gatad2a
Sall4,Mta1
Sall4,Mta2
Sall4,Gatad2b
Sall4,Mta3
Sall4,Mbd3
Sall4,Hdac1
Sall4,Hdac2
Sall4,Rbbp4
Sall4,Rbbp7
Sall4,Mbd2
Sall4,Actl6a
Sall4,Smarcc1
Sall4,Smarcd1
Sall4,Arid1a
Sall4,Smarcb1
Sall4,Smarca4
Sall4,Sall1
Sall4,Bend3
Sall4,Zfp219
Sall4,Nacc1
Sall4,Ruvbl2
Sall4,Wdr5
Sall4,Pou5f1
Sall4,Grhl2
Sall4,Sall3
Sall4,Cxxc5
Sall4,Zfp143
Sall4,Tfcp2
Sall4,Sall2
Sall4,Kif5a
Sall4,Ctbp2
Sall4,Zbtb2
Sall4,Dpf2
Sall4,Ewsr1
Sall4,Esrrb
Sall4,Usp9x
Sall4,Vrtn
Sall4,Set
Sall4,L1td1
Nr0b1,Sall4
Nr0b1,Esrrb
Nr0b1,Snw1
Nr0b1,Sall1
Nr0b1,Wdr5
Nr0b1,Pou5f1
Nr0b1,Prmt1
Nr0b1,Rif1
Nr0b1,Ogt
Tfcp2l1,Chd4
Tfcp2l1,Gatad2a
Tfcp2l1,Mta1
Tfcp2l1,Mta2
Tfcp2l1,Gatad2b
Tfcp2l1,Hdac1
Tfcp2l1,Rbbp7
Tfcp2l1,Hdac2
Tfcp2l1,Mta3
Tfcp2l1,Mbd3
Tfcp2l1,Mbd2
Tfcp2l1,Trrap
Tfcp2l1,Ruvbl2
Tfcp2l1,Ep400
Tfcp2l1,Ruvbl1
Tfcp2l1,Actl6a
Tfcp2l1,Yeats4
Tfcp2l1,Vps72
Tfcp2l1,Dmap1
Tfcp2l1,Brd8
Tfcp2l1,Ing3
Tfcp2l1,Mrgbp
Tfcp2l1,Smarcc1
Tfcp2l1,Smarca4
Tfcp2l1,Arid1a
Tfcp2l1,Smarcc2
Tfcp2l1,Smarce1
Tfcp2l1,Smarcd1
Tfcp2l1,Smarcb1
Tfcp2l1,Smarcd2
Tfcp2l1,Rnf2
Tfcp2l1,Phc1
Tfcp2l1,Pcgf6
Tfcp2l1,Rybp
Tfcp2l1,Sall4
Tfcp2l1,Ubp1
Tfcp2l1,Tfcp2
Tfcp2l1,Kdm1a
Tfcp2l1,Sall1
Tfcp2l1,Esrrb
Tfcp2l1,Smarca5
Tfcp2l1,Wdr5
Tfcp2l1,Peg10
Tfcp2l1,Yeats2
Tfcp2l1,Hcfc1
Tfcp2l1,Zmym4
Tfcp2l1,Hells
Tfcp2l1,Mga
Tfcp2l1,Zfp462
Tfcp2l1,Pou5f1
Tfcp2l1,Dpf2
Tfcp2l1,Pogz
Tfcp2l1,Zfp143
Tfcp2l1,Sin3a
Tfcp2l1,Hnrnpab
Tfcp2l1,Wiz
Tfcp2l1,Adnp
Tfcp2l1,Satb2
Tfcp2l1,Kif5a
Tfcp2l1,Trim33
Tfcp2l1,Mybl2
Tfcp2l1,Bptf
Tfcp2l1,Grhl2
Tfcp2l1,L3mbtl2
Tfcp2l1,Zzz3
Tfcp2l1,Ehmt1
Tfcp2l1,Champ1
Tfcp2l1,Rif1
Tfcp2l1,Zcchc8
Tfcp2l1,Supt16
Tfcp2l1,Lig3
Tfcp2l1,Ogt
Tfcp2l1,Xrcc6
Tfcp2l1,Xrcc5
Tfcp2l1,Elmsan1
Tfcp2l1,Msh2
Tfcp2l1,L1td1
Tfcp2l1,Msh6
Tfcp2l1,Rbm14
Tfcp2l1,Xrcc1
Tfcp2l1,Polb
Tfcp2l1,2210018M11Rik
Tfcp2l1,Rpa1
Tfcp2l1,Prkdc
Tfcp2l1,Kansl3
Tfcp2l1,Akap8
Tfcp2l1,Pnkp
Tfcp2l1,Asf1a
Tfcp2l1,Cabin1
Tfcp2l1,Camsap3
Tfcp2l1,Ubqln4
Esrrb,Smarcc1
Esrrb,Arid1a
Esrrb,Smarca4
Esrrb,Smarcd1
Esrrb,Pbrm1
Esrrb,Trrap
Esrrb,Ep400
Esrrb,Yeats4
Esrrb,Dmap1
Esrrb,Brd8
Esrrb,Ing3
Esrrb,Mrgbp
Esrrb,Chd4
Esrrb,Gatad2a
Esrrb,Mta2
Esrrb,Mta1
Esrrb,Gatad2b
Esrrb,Mta3
Esrrb,Mbd3
Esrrb,Hdac1
Esrrb,Hdac2
Esrrb,Rbbp4
Esrrb,Med14
Esrrb,Med12
Esrrb,Med23
Esrrb,Med24
Esrrb,Med17
Esrrb,Med1
Esrrb,Med16
Esrrb,Med15
Esrrb,Med13
Esrrb,Med27
Esrrb,Med25
Esrrb,Med13l
Esrrb,Med4
Esrrb,Med26
Esrrb,Med6
Esrrb,Med8
Esrrb,Ccnc
Esrrb,Med30
Esrrb,Med7
Esrrb,Med29
Esrrb,Cdk8
Esrrb,Med18
Esrrb,Med19
Esrrb,Polr2a
Esrrb,Polr2b
Esrrb,Polr2c
Esrrb,Polr2g
Esrrb,Taf9
Esrrb,Taf6
Esrrb,Taf4a
Esrrb,Taf10
Esrrb,Tbp
Esrrb,Wdr5
Esrrb,Hcfc1
Esrrb,Kmt2c
Esrrb,Ash2l
Esrrb,Rbbp5
Esrrb,Sall4
Esrrb,Nr0b1
Esrrb,Tfcp2l1
Esrrb,Fkbp15
Esrrb,Esrra
Esrrb,Ncoa3
Esrrb,Ubp1
Esrrb,Nrip1
Esrrb,Sall1
Esrrb,Zfp462
Esrrb,Cdk1
Esrrb,Zbtb9
Esrrb,Smarca5
Esrrb,Wiz
Esrrb,Dpf2
Esrrb,Jmjd1c
Esrrb,Tfcp2
Esrrb,L3mbtl2
Esrrb,Pou5f1
Esrrb,Kat8
Esrrb,Ehmt1
Esrrb,Rif1
Esrrb,Ogt
Esrrb,Tfcp2l1
Esrrb,Ep400
Esrrb,Mta2
Esrrb,Sall4
Esrrb,Nr0b1
Esrrb,Med1
Nr0b1,Sall4
Nr0b1,Sall1
Nr0b1,Pou5f1
Nr0b1,Esrrb
Nr0b1,Wdr5
Tfcp2l1,Esrrb
Tfcp2l1,Mta2
Mta2,Esrrb
Mta2,Sall4
Nacc1,Sall4
Pou5f1,Sall1
Pou5f1,Wdr5
Wdr5,Pou5f1
Sall4,Nr0b1
Sall4,Sall1
Sall4,Tfcp2l1
Sall4,Esrrb
Sall4,Mta2
Sall4,Zfp143
Sall4,Nacc1
Nanog,Sall1
Nanog,Sall4
Nanog,Rif1
Nanog,Trim28
Nanog,Mybbp1a
Nanog,Nr0b1
Nanog,Nacc1
Nanog,Zfp281
Nanog,Esrrb
Nanog,Ahctf1
Nanog,Pou5f1
Nanog,Zmym2
Nanog,Ilf2
Nanog,Hdac2
Nanog,Rest
Nanog,Sp1
Nanog,Wapal
Nr0b1,Zfp609
Nr0b1,Pelo
Nr0b1,Rest
Nr0b1,Sp1
Nr0b1,Esrrb
Nr0b1,Sall4
Nr0b1,Trim28
Nr0b1,Rif1
Nacc1,Pou5f1
Nacc1,Sall1
Nacc1,Zfp281
Nacc1,Arid3a
Nacc1,Arid3b
Nacc1,Nacc2
Nacc1,Gatad2b
Nacc1,Wdr18
Nacc1,Smarcc1
Nacc1,Sall4
Nacc1,Rif1
Nacc1,Mybbp1a
Zfp281,Ewsr1
Zfp281,Cdk1
Zfp281,Dpf2
Zfp281,Sall4
Zfp281,Rif1
Pou5f1,Rybp
Pou5f1,Ewsr1
Pou5f1,Zfp219
Pou5f1,Arid3b
Pou5f1,Ilf2
Pou5f1,Hdac2
Pou5f1,Gatad2b
Pou5f1,Sp1
Pou5f1,Cdk1
Pou5f1,Dpf2
Zfp42,Pou5f1
Zfp42,Yy1
Zfp42,Nacc1
Zfp42,Smarcad1
Zfp42,Rai14
Zfp42,Prmt1
Zfp42,Rnf2
Zfp42,Wapal
Zfp42,Wdr18
Zfp42,Smarcc1
Zfp42,Dpf2
Zfp42,Trim28
Nanog,Rif1
Nanog,Nr0b1
Nanog,Nacc1
Nanog,Zfp281
Nanog,Pou5f1
Rif1,Nanog
Nr0b1,Nanog
Nacc1,Nanog
Zfp281,Nanog
Pou5f1,Nanog
Eed,Ezh1
Eed,Ezh2
Eed,Suz12
Eed,Rbbp4
Eed,Aebp2
Eed,Jarid2
Eed,Mtf2
Eed,Stk38
Eed,Rbbp7
Eed,Morc3
Eed,Setx
Eed,Trim35
Ezh1,Eed
Ezh1,Suz12
Ezh1,Rbbp4
Ezh1,Aebp2
Ezh1,Jarid2
Ezh1,Mtf2
Ezh1,Stk38
Ezh2,Eed
Ezh2,Suz12
Ezh2,Rbbp4
Ezh2,Aebp2
Ezh2,Jarid2
Ezh2,Mtf2
Ezh2,Stk38
Ezh2,Rbbp7
Ezh2,Morc3
Ezh2,Setx
Ezh2,Trim35
Jarid2,Ezh1
Jarid2,Ezh2
Jarid2,Eed
Jarid2,Suz12
Jarid2,Rbbp4
Jarid2,Aebp2
Jarid2,Mtf2
Jarid2,Stk38
Jarid2,Morc3
Jarid2,Setx
Jarid2,Trim35
Jarid2,Ell
Jarid2,Thrap3
Jarid2,Bclaf1
Jarid2,Stk38l
Jarid2,Ice1
Mtf2,Ezh1
Mtf2,Ezh2
Mtf2,Eed
Mtf2,Suz12
Mtf2,Rbbp4
Mtf2,Stk38
Mtf2,Trim35
Mtf2,Ell
Mtf2,Ice1
Mtf2,Jarid2
Mtf2,Eed
Mtf2,Ezh2
Jarid2,Mtf2
Jarid2,Eed
Jarid2,Ezh2
Eed,Mtf2
Eed,Jarid2
Eed,Ezh2
Ezh2,Mtf2
Ezh2,Jarid2
Ezh2,Eed
Jarid2,Ezh1
Jarid2,Suz12
Mtf2,Ezh1
Suz12,Jarid2
Jarid2,Ezh2
Pou5f1,Acin1
Pou5f1,Actl6a
Pou5f1,Amotl2
Pou5f1,Kdm1a
Pou5f1,Arid3b
Pou5f1,Asf1a
Pou5f1,Atf2
Pou5f1,Brwd1
Pou5f1,Cabin1
Pou5f1,Cad
Pou5f1,Chd1
Pou5f1,Chd3
Pou5f1,Chd4
Pou5f1,Chd5
Pou5f1,Creb1
Pou5f1,Ctbp1
Pou5f1,Ctbp2
Pou5f1,Cubn
Pou5f1,Cul4b
Pou5f1,Ddb1
Pou5f1,Dhx9
Pou5f1,Dnaja1
Pou5f1,Dnmt3a
Pou5f1,Dnmt3l
Pou5f1,Emd
Pou5f1,Gatad2a
Pou5f1,Gatad2b
Pou5f1,Hcfc1
Pou5f1,Hdac1
Pou5f1,Hells
Pou5f1,Hira
Pou5f1,Hist1h3e
Pou5f1,Hist1h4b
Pou5f1,Hist3h2bb-ps
Pou5f1,Hnrnpab
Pou5f1,Hnrnpl
Pou5f1,Hnrnpu
Pou5f1,Ifi202b
Pou5f1,Ino80
Pou5f1,Klf4
Pou5f1,Kpna2
Pou5f1,Kpna3
Pou5f1,Lig3
Pou5f1,Matr3
Pou5f1,Mbd3
Pou5f1,Mitf
Pou5f1,Msh6
Pou5f1,Mta1
Pou5f1,Mta2
Pou5f1,Mta3
Pou5f1,Kat7
Pou5f1,Nfrkb
Pou5f1,Nfyc
Pou5f1,Nudc
Pou5f1,Ogt
Pou5f1,P4ha1
Pou5f1,Parp1
Pou5f1,Jade1
Pou5f1,Ppp2r1a
Pou5f1,Psmb6
Pou5f1,Rcor2
Pou5f1,Rfx2
Pou5f1,Rpa1
Pou5f1,Rpa3
Pou5f1,Sall1
Pou5f1,Sall3
Pou5f1,Sall4
Pou5f1,Smarca4
Pou5f1,Smarca5
Pou5f1,Smarcc1
Pou5f1,Sp1
Pou5f1,Ssrp1
Pou5f1,Supt16
Pou5f1,Tfe3
Pou5f1,Tfeb
Pou5f1,Top2a
Pou5f1,Trim24
Pou5f1,Trim33
Pou5f1,Ttf2
Pou5f1,Ubn2
Pou5f1,Xrcc1
Pou5f1,Xrcc5
Pou5f1,Xrcc6
Pou5f1,Zbtb10
Pou5f1,Zbtb2
Pou5f1,Zbtb43
Pou5f1,Zfhx3
Pou5f1,Zfp217
Pou5f1,Zfp219
Pou5f1,Zfp513
Pou5f1,Zic2
Pou5f1,Zscan4b
Pou5f1,Chd4
Pou5f1,Hdac1
Pou5f1,Sall4
Pou5f1,Kat7
Pou5f1,Parp1
Nanog,Sall4
Sall4,Nanog
Nanog,Pbrm1
Nanog,Esrrb
Nanog,Gatad2a
Nanog,Gatad2b
Nanog,Hdac1
Nanog,Hdac2
Nanog,Trim28
Nanog,Kdm1a
Nanog,Mta1
Nanog,Mta2
Nanog,Pou5f1
Nanog,Pml
Nanog,Rif1
Nanog,Sall4
Nanog,Sin3a
Nanog,Smarca2
Nanog,Smarca4
Hdac2,Nanog
Nanog,Pou5f1
Nanog,Sin3a
Nanog,Pml
Nanog,Hdac2
Nanog,Mta1
Nanog,Mta2
Nanog,Mbd3
Nanog,Rbbp7
Hdac2,Pou5f1
Hdac2,Sin3a
Hdac2,Mta1
Hdac2,Mta2
Hdac2,Mbd3
Hdac2,Rbbp7
Nanog,Kdm1a
Sin3a,Nanog
Gatad2a,Nanog
Gatad2a,Sin3a
Kdm1a,Nanog
Hdac1,Nanog
Pou5f1,Nanog
Pou5f1,Hdac2
Nanog,Sox2
Mta1,Hdac2
Mta1,Mbd3
Mta1,Nanog
Mta1,Mta2
Mta1,Rbbp7
Mta2,Hdac2
Smarca2,Ss18l1
Smarca2,Sfpq
Smarca2,Numa1
Smarca2,Nono
Smarca2,Mybbp1a
Smarca2,Srrm2
Smarca2,Brd9
Smarca2,Brd7
Smarca2,Bcl7a
Smarca2,Gltscr1
Smarca2,Actg1
Smarca2,Actl6a
Smarca2,Smarcb1
Smarca2,Smarce1
Smarca2,Smarcd3
